t, H, V, T, P
7.900e-01, -1.014961e+03,-1.121e+03, 3.943e+01, 0.000e+00
8.000e-01, -1.014960e+03,-1.121e+03, 3.940e+01, 0.000e+00
8.100e-01, -1.014960e+03,-1.121e+03, 3.937e+01, 0.000e+00
8.200e-01, -1.014960e+03,-1.121e+03, 3.936e+01, 0.000e+00
8.300e-01, -1.014960e+03,-1.121e+03, 3.936e+01, 0.000e+00
8.400e-01, -1.014960e+03,-1.121e+03, 3.939e+01, 0.000e+00
8.500e-01, -1.014960e+03,-1.121e+03, 3.943e+01, 0.000e+00
8.600e-01, -1.014960e+03,-1.121e+03, 3.947e+01, 0.000e+00
8.700e-01, -1.014961e+03,-1.121e+03, 3.950e+01, 0.000e+00
8.800e-01, -1.014961e+03,-1.121e+03, 3.949e+01, 0.000e+00
8.900e-01, -1.014961e+03,-1.121e+03, 3.943e+01, 0.000e+00
9.000e-01, -1.014961e+03,-1.121e+03, 3.931e+01, 0.000e+00
9.100e-01, -1.014961e+03,-1.120e+03, 3.913e+01, 0.000e+00
9.200e-01, -1.014961e+03,-1.120e+03, 3.888e+01, 0.000e+00
9.300e-01, -1.014960e+03,-1.119e+03, 3.859e+01, 0.000e+00
9.400e-01, -1.014960e+03,-1.118e+03, 3.827e+01, 0.000e+00
9.500e-01, -1.014960e+03,-1.117e+03, 3.793e+01, 0.000e+00
9.600e-01, -1.014960e+03,-1.116e+03, 3.760e+01, 0.000e+00
9.700e-01, -1.014960e+03,-1.115e+03, 3.729e+01, 0.000e+00
9.800e-01, -1.014960e+03,-1.115e+03, 3.702e+01, 0.000e+00
9.900e-01, -1.014960e+03,-1.114e+03, 3.679e+01, 0.000e+00
1.000e+00, -1.014960e+03,-1.114e+03, 3.662e+01, 0.000e+00
1.010e+00, -1.014960e+03,-1.113e+03, 3.649e+01, 0.000e+00
1.020e+00, -1.014960e+03,-1.113e+03, 3.640e+01, 0.000e+00
1.030e+00, -1.014960e+03,-1.113e+03, 3.633e+01, 0.000e+00
1.040e+00, -1.014960e+03,-1.113e+03, 3.628e+01, 0.000e+00
1.050e+00, -1.014960e+03,-1.113e+03, 3.623e+01, 0.000e+00
1.060e+00, -1.014960e+03,-1.112e+03, 3.618e+01, 0.000e+00
1.070e+00, -1.014960e+03,-1.112e+03, 3.613e+01, 0.000e+00
1.080e+00, -1.014960e+03,-1.112e+03, 3.606e+01, 0.000e+00
1.090e+00, -1.014960e+03,-1.112e+03, 3.600e+01, 0.000e+00
1.100e+00, -1.014960e+03,-1.112e+03, 3.593e+01, 0.000e+00
1.110e+00, -1.014960e+03,-1.112e+03, 3.587e+01, 0.000e+00
1.120e+00, -1.014960e+03,-1.111e+03, 3.580e+01, 0.000e+00
1.130e+00, -1.014960e+03,-1.111e+03, 3.574e+01, 0.000e+00
1.140e+00, -1.014960e+03,-1.111e+03, 3.569e+01, 0.000e+00
1.150e+00, -1.014960e+03,-1.111e+03, 3.564e+01, 0.000e+00
1.160e+00, -1.014960e+03,-1.111e+03, 3.559e+01, 0.000e+00
1.170e+00, -1.014960e+03,-1.111e+03, 3.556e+01, 0.000e+00
1.180e+00, -1.014960e+03,-1.111e+03, 3.553e+01, 0.000e+00
1.190e+00, -1.014960e+03,-1.111e+03, 3.552e+01, 0.000e+00
1.200e+00, -1.014960e+03,-1.111e+03, 3.552e+01, 0.000e+00
1.210e+00, -1.014960e+03,-1.111e+03, 3.553e+01, 0.000e+00
1.220e+00, -1.014960e+03,-1.111e+03, 3.555e+01, 0.000e+00
1.230e+00, -1.014960e+03,-1.111e+03, 3.558e+01, 0.000e+00
1.240e+00, -1.014960e+03,-1.111e+03, 3.563e+01, 0.000e+00
1.250e+00, -1.014960e+03,-1.111e+03, 3.568e+01, 0.000e+00
1.260e+00, -1.014960e+03,-1.111e+03, 3.575e+01, 0.000e+00
1.270e+00, -1.014960e+03,-1.111e+03, 3.583e+01, 0.000e+00
1.280e+00, -1.014960e+03,-1.112e+03, 3.593e+01, 0.000e+00
1.290e+00, -1.014960e+03,-1.112e+03, 3.606e+01, 0.000e+00
1.300e+00, -1.014960e+03,-1.112e+03, 3.622e+01, 0.000e+00
1.310e+00, -1.014960e+03,-1.113e+03, 3.640e+01, 0.000e+00
1.320e+00, -1.014960e+03,-1.114e+03, 3.663e+01, 0.000e+00
1.330e+00, -1.014960e+03,-1.114e+03, 3.688e+01, 0.000e+00
1.340e+00, -1.014960e+03,-1.115e+03, 3.716e+01, 0.000e+00
1.350e+00, -1.014960e+03,-1.116e+03, 3.746e+01, 0.000e+00
1.360e+00, -1.014960e+03,-1.117e+03, 3.777e+01, 0.000e+00
1.370e+00, -1.014960e+03,-1.117e+03, 3.807e+01, 0.000e+00
1.380e+00, -1.014960e+03,-1.118e+03, 3.836e+01, 0.000e+00
1.390e+00, -1.014960e+03,-1.119e+03, 3.862e+01, 0.000e+00
1.400e+00, -1.014960e+03,-1.120e+03, 3.884e+01, 0.000e+00
1.410e+00, -1.014960e+03,-1.120e+03, 3.901e+01, 0.000e+00
1.420e+00, -1.014960e+03,-1.120e+03, 3.914e+01, 0.000e+00
1.430e+00, -1.014960e+03,-1.121e+03, 3.922e+01, 0.000e+00
1.440e+00, -1.014960e+03,-1.121e+03, 3.924e+01, 0.000e+00
1.450e+00, -1.014960e+03,-1.121e+03, 3.922e+01, 0.000e+00
1.460e+00, -1.014960e+03,-1.120e+03, 3.913e+01, 0.000e+00
1.470e+00, -1.014960e+03,-1.120e+03, 3.900e+01, 0.000e+00
1.480e+00, -1.014960e+03,-1.119e+03, 3.880e+01, 0.000e+00
