t, H, V, T, P
0.000e+00, -2.098143e+03,-2.098e+03, 0.000e+00, 0.000e+00
1.000e-02, -2.098143e+03,-2.098e+03, 5.974e-03, 0.000e+00
2.000e-02, -2.098143e+03,-2.098e+03, 2.386e-02, 0.000e+00
3.000e-02, -2.098143e+03,-2.098e+03, 5.358e-02, 0.000e+00
4.000e-02, -2.098143e+03,-2.099e+03, 9.495e-02, 0.000e+00
5.000e-02, -2.098143e+03,-2.099e+03, 1.478e-01, 0.000e+00
6.000e-02, -2.098143e+03,-2.099e+03, 2.118e-01, 0.000e+00
7.000e-02, -2.098144e+03,-2.099e+03, 2.866e-01, 0.000e+00
8.000e-02, -2.098144e+03,-2.100e+03, 3.719e-01, 0.000e+00
9.000e-02, -2.098144e+03,-2.100e+03, 4.672e-01, 0.000e+00
1.000e-01, -2.098144e+03,-2.101e+03, 5.720e-01, 0.000e+00
1.100e-01, -2.098144e+03,-2.101e+03, 6.857e-01, 0.000e+00
1.200e-01, -2.098144e+03,-2.102e+03, 8.079e-01, 0.000e+00
1.300e-01, -2.098144e+03,-2.102e+03, 9.378e-01, 0.000e+00
1.400e-01, -2.098144e+03,-2.103e+03, 1.075e+00, 0.000e+00
1.500e-01, -2.098144e+03,-2.103e+03, 1.218e+00, 0.000e+00
1.600e-01, -2.098144e+03,-2.104e+03, 1.368e+00, 0.000e+00
1.700e-01, -2.098144e+03,-2.105e+03, 1.522e+00, 0.000e+00
1.800e-01, -2.098144e+03,-2.105e+03, 1.680e+00, 0.000e+00
1.900e-01, -2.098144e+03,-2.106e+03, 1.842e+00, 0.000e+00
2.000e-01, -2.098144e+03,-2.107e+03, 2.007e+00, 0.000e+00
2.100e-01, -2.098144e+03,-2.107e+03, 2.174e+00, 0.000e+00
2.200e-01, -2.098144e+03,-2.108e+03, 2.343e+00, 0.000e+00
2.300e-01, -2.098144e+03,-2.109e+03, 2.512e+00, 0.000e+00
2.400e-01, -2.098144e+03,-2.110e+03, 2.681e+00, 0.000e+00
2.500e-01, -2.098144e+03,-2.110e+03, 2.850e+00, 0.000e+00
2.600e-01, -2.098144e+03,-2.111e+03, 3.017e+00, 0.000e+00
2.700e-01, -2.098144e+03,-2.112e+03, 3.182e+00, 0.000e+00
2.800e-01, -2.098144e+03,-2.112e+03, 3.346e+00, 0.000e+00
2.900e-01, -2.098144e+03,-2.113e+03, 3.506e+00, 0.000e+00
3.000e-01, -2.098144e+03,-2.114e+03, 3.663e+00, 0.000e+00
3.100e-01, -2.098144e+03,-2.114e+03, 3.817e+00, 0.000e+00
3.200e-01, -2.098144e+03,-2.115e+03, 3.967e+00, 0.000e+00
3.300e-01, -2.098144e+03,-2.116e+03, 4.112e+00, 0.000e+00
3.400e-01, -2.098144e+03,-2.116e+03, 4.254e+00, 0.000e+00
3.500e-01, -2.098144e+03,-2.117e+03, 4.390e+00, 0.000e+00
3.600e-01, -2.098144e+03,-2.117e+03, 4.522e+00, 0.000e+00
3.700e-01, -2.098144e+03,-2.118e+03, 4.649e+00, 0.000e+00
3.800e-01, -2.098144e+03,-2.119e+03, 4.770e+00, 0.000e+00
3.900e-01, -2.098144e+03,-2.119e+03, 4.887e+00, 0.000e+00
4.000e-01, -2.098144e+03,-2.120e+03, 4.999e+00, 0.000e+00
4.100e-01, -2.098144e+03,-2.120e+03, 5.105e+00, 0.000e+00
4.200e-01, -2.098144e+03,-2.120e+03, 5.206e+00, 0.000e+00
4.300e-01, -2.098144e+03,-2.121e+03, 5.302e+00, 0.000e+00
4.400e-01, -2.098144e+03,-2.121e+03, 5.392e+00, 0.000e+00
4.500e-01, -2.098144e+03,-2.122e+03, 5.477e+00, 0.000e+00
4.600e-01, -2.098144e+03,-2.122e+03, 5.557e+00, 0.000e+00
