t, H, V, T, P
0.000e+00, 2.147652e+03,-2.098e+03, 9.931e+02, 0.000e+00
1.000e-02, 2.147650e+03,-2.081e+03, 9.891e+02, 0.000e+00
2.000e-02, 2.147642e+03,-2.029e+03, 9.770e+02, 0.000e+00
3.000e-02, 2.147628e+03,-1.933e+03, 9.545e+02, 0.000e+00
4.000e-02, 2.147611e+03,-1.778e+03, 9.181e+02, 0.000e+00
5.000e-02, 2.147599e+03,-1.546e+03, 8.639e+02, 0.000e+00
6.000e-02, 2.147616e+03,-1.237e+03, 7.916e+02, 0.000e+00
7.000e-02, 2.147665e+03,-8.910e+02, 7.107e+02, 0.000e+00
8.000e-02, 2.147710e+03,-5.904e+02, 6.404e+02, 0.000e+00
9.000e-02, 2.147719e+03,-4.065e+02, 5.974e+02, 0.000e+00
1.000e-01, 2.147697e+03,-3.546e+02, 5.853e+02, 0.000e+00
1.100e-01, 2.147667e+03,-3.999e+02, 5.959e+02, 0.000e+00
1.200e-01, 2.147644e+03,-4.920e+02, 6.174e+02, 0.000e+00
1.300e-01, 2.147630e+03,-5.883e+02, 6.399e+02, 0.000e+00
1.400e-01, 2.147626e+03,-6.618e+02, 6.571e+02, 0.000e+00
1.500e-01, 2.147631e+03,-7.021e+02, 6.665e+02, 0.000e+00
1.600e-01, 2.147641e+03,-7.138e+02, 6.693e+02, 0.000e+00
1.700e-01, 2.147652e+03,-7.117e+02, 6.688e+02, 0.000e+00
1.800e-01, 2.147659e+03,-7.114e+02, 6.687e+02, 0.000e+00
1.900e-01, 2.147661e+03,-7.238e+02, 6.716e+02, 0.000e+00
2.000e-01, 2.147658e+03,-7.508e+02, 6.779e+02, 0.000e+00
2.100e-01, 2.147652e+03,-7.861e+02, 6.862e+02, 0.000e+00
2.200e-01, 2.147650e+03,-8.194e+02, 6.940e+02, 0.000e+00
2.300e-01, 2.147653e+03,-8.453e+02, 7.000e+02, 0.000e+00
2.400e-01, 2.147658e+03,-8.666e+02, 7.050e+02, 0.000e+00
2.500e-01, 2.147659e+03,-8.878e+02, 7.100e+02, 0.000e+00
2.600e-01, 2.147657e+03,-9.090e+02, 7.149e+02, 0.000e+00
2.700e-01, 2.147656e+03,-9.265e+02, 7.190e+02, 0.000e+00
2.800e-01, 2.147657e+03,-9.375e+02, 7.216e+02, 0.000e+00
2.900e-01, 2.147661e+03,-9.422e+02, 7.227e+02, 0.000e+00
3.000e-01, 2.147663e+03,-9.441e+02, 7.231e+02, 0.000e+00
3.100e-01, 2.147663e+03,-9.455e+02, 7.235e+02, 0.000e+00
3.200e-01, 2.147662e+03,-9.454e+02, 7.234e+02, 0.000e+00
3.300e-01, 2.147664e+03,-9.424e+02, 7.227e+02, 0.000e+00
3.400e-01, 2.147668e+03,-9.394e+02, 7.220e+02, 0.000e+00
3.500e-01, 2.147668e+03,-9.407e+02, 7.223e+02, 0.000e+00
3.600e-01, 2.147667e+03,-9.466e+02, 7.237e+02, 0.000e+00
3.700e-01, 2.147668e+03,-9.552e+02, 7.257e+02, 0.000e+00
3.800e-01, 2.147668e+03,-9.661e+02, 7.283e+02, 0.000e+00
3.900e-01, 2.147668e+03,-9.778e+02, 7.310e+02, 0.000e+00
4.000e-01, 2.147668e+03,-9.883e+02, 7.335e+02, 0.000e+00
4.100e-01, 2.147670e+03,-9.971e+02, 7.355e+02, 0.000e+00
4.200e-01, 2.147671e+03,-1.005e+03, 7.373e+02, 0.000e+00
4.300e-01, 2.147672e+03,-1.012e+03, 7.390e+02, 0.000e+00
